Título,Precio,Dirección,URL,Metros cuadrados,Recámaras,Baños
", Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 22240584","$24,000,000 MXN"," , Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-veracruz-22240584#pagina=42&tipos=casas-venta&area=veracruz&pos=2,800,3,5
"Principal #2, Col. Pedregal de las Animas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91196, ID: 29454598","$3,900,000 MXN","Principal #2, Col. Pedregal de las Animas",https://propiedades.com/inmuebles/casa-en-venta-principal-2-pedregal-de-las-animas-veracruz-29454598#pagina=42&tipos=casas-venta&area=veracruz&pos=4,225,3,3
"Las Aguilas, Col. Laguna Real, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91790, ID: 29321822","$1,600,000 MXN","Las Aguilas, Col. Laguna Real",https://propiedades.com/inmuebles/casa-en-venta-las-aguilas-laguna-real-veracruz-29321822#pagina=42&tipos=casas-venta&area=veracruz&pos=5,140,2,2
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29963386","$6,395,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-29963386#pagina=42&tipos=casas-venta&area=veracruz&pos=6,270,3,4
", Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26171965","$7,950,000 MXN"," , Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-26171965#pagina=42&tipos=casas-venta&area=veracruz&pos=7,436,3,4
", Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 11282451","$9,800,000 MXN"," , Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-11282451#pagina=42&tipos=casas-venta&area=veracruz&pos=8,580,4,5
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30010977","$4,980,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-30010977#pagina=42&tipos=casas-venta&area=veracruz&pos=9,204,3,2
"Rebsamen, Col. Mártires de Chicago, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91224, ID: 29872088","$1,500,000 MXN","Rebsamen, Col. Mártires de Chicago",https://propiedades.com/inmuebles/casa-en-venta-rebsamen-martires-de-chicago-veracruz-29872088#pagina=42&tipos=casas-venta&area=veracruz&pos=10,86,2,1
", Col. Anton Lizardo, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95269, ID: 29957561","$2,400,000 MXN"," , Col. Anton Lizardo",https://propiedades.com/inmuebles/casa-en-venta-anton-lizardo-veracruz-29957561#pagina=42&tipos=casas-venta&area=veracruz&pos=11,93,2,2
"El Tejar Privado, Col. Lomas del Tejar, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91065, ID: 29764148","$5,700,000 MXN","El Tejar Privado, Col. Lomas del Tejar",https://propiedades.com/inmuebles/casa-en-venta-el-tejar-privado-lomas-del-tejar-veracruz-29764148#pagina=42&tipos=casas-venta&area=veracruz&pos=12,250,3,3
"Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 30078717","$20,000,000 MXN",Col. Costa de Oro,https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-veracruz-30078717#pagina=42&tipos=casas-venta&area=veracruz&pos=14,932,5,6
"Cerca de Av Cri Cri, Col. Orizaba Centro, Orizaba, Veracruz de Ignacio de la Llave, México, C.P. 94300, ID: 30086490","$2,350,000 MXN","Cerca de Av Cri Cri, Col. Orizaba Centro",https://propiedades.com/inmuebles/casa-en-venta-cerca-de-av-cri-cri-orizaba-centro-veracruz-30086490#pagina=42&tipos=casas-venta&area=veracruz&pos=15,170,3,2
"SN, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 30058516","$8,000,000 MXN","SN, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-sn-costa-de-oro-veracruz-30058516#pagina=42&tipos=casas-venta&area=veracruz&pos=16,437,6,4
", Col. Agustín Lara, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, México, C.P. 93270, ID: 24097831","$1,100,000 MXN"," , Col. Agustín Lara",https://propiedades.com/inmuebles/casa-en-venta-agustin-lara-veracruz-24097831#pagina=42&tipos=casas-venta&area=veracruz&pos=17,212,3,3
"El Arroyo, Col. Alfonso Arroyo Flores, Tuxpan, Veracruz de Ignacio de la Llave, México, C.P. 92834, ID: 26617161","$3,500,000 MXN","El Arroyo, Col. Alfonso Arroyo Flores",https://propiedades.com/inmuebles/casa-en-venta-el-arroyo-alfonso-arroyo-flores-veracruz-26617161#pagina=42&tipos=casas-venta&area=veracruz&pos=18,200,4,2
"Casa en venta en Veracruz con Alberca Fracc Punta Tiburón #478Int. 621, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27848354","$5,850,000 MXN","Casa en venta en Veracruz con Alberca Fracc Punta Tiburón #478Int. 621, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-con-alberca-fracc-punta-tiburon-478-lomas-diamante-veracruz-27848354#pagina=42&tipos=casas-venta&area=veracruz&pos=19,256,3,3
"Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 30052124","$3,700,000 MXN",Col. Lomas de la Rioja,https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-30052124#pagina=42&tipos=casas-venta&area=veracruz&pos=20,200,3,3
"Privada Verdelita, Col. Residencial la Joya, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94293, ID: 28433086","$3,400,000 MXN","Privada Verdelita, Col. Residencial la Joya",https://propiedades.com/inmuebles/casa-en-venta-privada-verdelita-residencial-la-joya-veracruz-28433086#pagina=42&tipos=casas-venta&area=veracruz&pos=21,159,3,2
"Calle Privada Huatusco , Col. Obrero Campesina, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91020, ID: 29722534","$2,850,000 MXN","Calle Privada Huatusco , Col. Obrero Campesina",https://propiedades.com/inmuebles/casa-en-venta-calle-privada-huatusco-obrero-campesina-veracruz-29722534#pagina=42&tipos=casas-venta&area=veracruz&pos=22,305,3,3
"Calle Renato Reyes Senties #35, Col. Lomas de Rio Medio II, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91809, ID: 28112317","$2,000,000 MXN","Calle Renato Reyes Senties #35, Col. Lomas de Rio Medio II",https://propiedades.com/inmuebles/casa-en-venta-calle-renato-reyes-senties-35-lomas-de-rio-medio-ii-veracruz-28112317#pagina=42&tipos=casas-venta&area=veracruz&pos=23,150,3,3
", Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26029255","$4,985,000 MXN"," , Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-26029255#pagina=42&tipos=casas-venta&area=veracruz&pos=24,294,4,4
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 26327157","$3,850,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-26327157#pagina=42&tipos=casas-venta&area=veracruz&pos=25,260,3,3
"Casa en venta en Veracruz con Alberca Fracc Las Palmas #268Int. 167, Col. Puente Moreno, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 28244457","$7,900,000 MXN","Casa en venta en Veracruz con Alberca Fracc Las Palmas #268Int. 167, Col. Puente Moreno",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-con-alberca-fracc-las-palmas-268-puente-moreno-veracruz-28244457#pagina=42&tipos=casas-venta&area=veracruz&pos=26,433,3,4
"RIO SAN ANDRES #7, Col. Los Carriles, Coatepec, Veracruz de Ignacio de la Llave, México, C.P. 91539, ID: 29900811","$1,572,000 MXN","RIO SAN ANDRES #7, Col. Los Carriles",https://propiedades.com/inmuebles/casa-en-venta-rio-san-andres-7-los-carriles-veracruz-29900811#pagina=42&tipos=casas-venta&area=veracruz&pos=27,No disponible,No disponible,No disponible
"Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30013855","$4,600,000 MXN",Col. Playas de Conchal,https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-30013855#pagina=42&tipos=casas-venta&area=veracruz&pos=28,300,3,3
", Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 23835256","$3,900,000 MXN"," , Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-veracruz-23835256#pagina=42&tipos=casas-venta&area=veracruz&pos=29,273,3,3
"Mero, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 30086605","$8,554,000 MXN","Mero, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-mero-costa-de-oro-veracruz-30086605#pagina=42&tipos=casas-venta&area=veracruz&pos=30,No disponible,No disponible,No disponible
", Col. Nuevo Medellín, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94277, ID: 27060711","$1,290,000 MXN"," , Col. Nuevo Medellín",https://propiedades.com/inmuebles/casa-en-venta-nuevo-medellin-veracruz-27060711#pagina=42&tipos=casas-venta&area=veracruz&pos=31,113,3,3
"no, Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26041176","$5,480,000 MXN","no, Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-no-punta-tiburon-residencial-marina-y-golf-veracruz-26041176#pagina=42&tipos=casas-venta&area=veracruz&pos=32,256,3,3
"Col. Ánimas Marqueza, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91193, ID: 29968341","$5,200,000 MXN",Col. Ánimas  Marqueza,https://propiedades.com/inmuebles/casa-en-venta-animas-marqueza-veracruz-29968341#pagina=42&tipos=casas-venta&area=veracruz&pos=34,380,3,2
", Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 25605593","$12,000,000 MXN"," , Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-veracruz-25605593#pagina=42&tipos=casas-venta&area=veracruz&pos=35,1000,5,5
", Col. Vista Bella, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26203097","$13,500,000 MXN"," , Col. Vista Bella",https://propiedades.com/inmuebles/casa-en-venta-vista-bella-veracruz-26203097#pagina=42&tipos=casas-venta&area=veracruz&pos=38,660,4,4
"Col. Cuartos del Yute, Orizaba, Veracruz de Ignacio de la Llave, México, C.P. 94364, ID: 29927634","$4,500,000 MXN",Col. Cuartos del Yute,https://propiedades.com/inmuebles/casa-en-venta-cuartos-del-yute-veracruz-29927634#pagina=42&tipos=casas-venta&area=veracruz&pos=39,221,2,4
"COSTA DE ORO #1, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 26470217","$6,100,000 MXN","COSTA DE ORO #1, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-1-costa-de-oro-veracruz-26470217#pagina=42&tipos=casas-venta&area=veracruz&pos=40,320,4,4
"Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 30052136","$5,270,000 MXN",Col. El Dorado,https://propiedades.com/inmuebles/casa-en-venta-el-dorado-veracruz-30052136#pagina=42&tipos=casas-venta&area=veracruz&pos=41,230,4,4
"lomas del sol, Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 25728768","$4,299,000 MXN","lomas del sol, Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-lomas-del-sol-veracruz-25728768#pagina=42&tipos=casas-venta&area=veracruz&pos=43,253,3,3
"Calle Sardina #100, Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 29893699","$5,990,000 MXN","Calle Sardina #100, Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-calle-sardina-100-costa-de-oro-veracruz-29893699#pagina=42&tipos=casas-venta&area=veracruz&pos=44,240,3,3
", Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 27180379","$8,500,000 MXN"," , Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-xalapa-enriquez-centro-veracruz-27180379#pagina=42&tipos=casas-venta&area=veracruz&pos=45,540,5,6
", Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27255141","$3,450,000 MXN"," , Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-27255141#pagina=42&tipos=casas-venta&area=veracruz&pos=46,165,3,3
"DEMOCRACIA , Col. Huiloapan de Cuauhtémoc Centro, Huiloapan de Cuauhtémoc, Veracruz de Ignacio de la Llave, México, C.P. 94780, ID: 29078194","$3,850,000 MXN","DEMOCRACIA , Col. Huiloapan de Cuauhtémoc Centro",https://propiedades.com/inmuebles/casa-en-venta-democracia-huiloapan-de-cuauhtemoc-centro-veracruz-29078194#pagina=42&tipos=casas-venta&area=veracruz&pos=47,334,5,3
", Col. Moderno, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91918, ID: 29995926","$6,300,000 MXN"," , Col. Moderno",https://propiedades.com/inmuebles/casa-en-venta-moderno-veracruz-29995926#pagina=43&tipos=casas-venta&area=veracruz&pos=1,320,3,3
", Col. Briones, Coatepec, Veracruz de Ignacio de la Llave, México, C.P. 91607, ID: 10619518","$4,500,000 MXN"," , Col. Briones",https://propiedades.com/inmuebles/casa-en-venta-briones-veracruz-10619518#pagina=43&tipos=casas-venta&area=veracruz&pos=2,381,3,4
", Col. Vista Alegre, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94295, ID: 29943357","$2,650,000 MXN"," , Col. Vista Alegre",https://propiedades.com/inmuebles/casa-en-venta-vista-alegre-veracruz-29943357#pagina=43&tipos=casas-venta&area=veracruz&pos=3,172,3,3
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 29824991","$3,690,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-29824991#pagina=43&tipos=casas-venta&area=veracruz&pos=4,219,2,2
"Col. Las Palmas, Medellín de Bravo, Veracruz de Ignacio de la Llave, México, C.P. 94274, ID: 26901052","$3,700,000 MXN",Col. Las Palmas,https://propiedades.com/inmuebles/casa-en-venta-las-palmas-veracruz-26901052#pagina=43&tipos=casas-venta&area=veracruz&pos=5,260,3,3
"Revolución #140, Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 29318479","$16,000,000 MXN","Revolución #140, Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-revolucion-140-xalapa-enriquez-centro-veracruz-29318479#pagina=43&tipos=casas-venta&area=veracruz&pos=7,1200,7,5
", Col. Alvarado Centro, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95270, ID: 8088680","$3,550,000 MXN"," , Col. Alvarado Centro",https://propiedades.com/inmuebles/casa-en-venta-alvarado-centro-veracruz-8088680#pagina=43&tipos=casas-venta&area=veracruz&pos=8,163,3,3
"Lomas del dorado, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29880941","$4,100,000 MXN","Lomas del dorado, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-dorado-el-dorado-veracruz-29880941#pagina=43&tipos=casas-venta&area=veracruz&pos=9,213,3,3
", Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27882242","$14,200,000 MXN"," , Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-27882242#pagina=43&tipos=casas-venta&area=veracruz&pos=10,554,5,7
"Xilitla #44, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29953574","$4,891,000 MXN","Xilitla #44, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-xilitla-44-el-dorado-veracruz-29953574#pagina=43&tipos=casas-venta&area=veracruz&pos=11,273,3,3
"venecia, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29779726","$3,990,000 MXN","venecia, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-venecia-el-dorado-veracruz-29779726#pagina=43&tipos=casas-venta&area=veracruz&pos=12,205,3,3
", Col. Playas de Conchal, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30084334","$4,600,000 MXN"," , Col. Playas de Conchal",https://propiedades.com/inmuebles/casa-en-venta-playas-de-conchal-veracruz-30084334#pagina=43&tipos=casas-venta&area=veracruz&pos=13,300,3,3
", Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 7001457","$15,000,000 MXN"," , Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-veracruz-7001457#pagina=43&tipos=casas-venta&area=veracruz&pos=14,900,4,3
", Col. Reforma, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91919, ID: 29966795","$5,990,000 MXN"," , Col. Reforma",https://propiedades.com/inmuebles/casa-en-venta-reforma-veracruz-29966795#pagina=43&tipos=casas-venta&area=veracruz&pos=15,440,4,3
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 27255167","$3,850,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-27255167#pagina=43&tipos=casas-venta&area=veracruz&pos=16,No disponible,No disponible,No disponible
", Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 30033946","$10,900,000 MXN"," , Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-veracruz-30033946#pagina=43&tipos=casas-venta&area=veracruz&pos=17,395,3,5
", Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 23568198","$4,299,000 MXN"," , Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-23568198#pagina=43&tipos=casas-venta&area=veracruz&pos=18,253,3,3
"Olmos #0, Col. Jardines de Las Ánimas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91196, ID: 6138226","$15,000,000 MXN","Olmos #0, Col. Jardines de Las Ánimas",https://propiedades.com/inmuebles/casa-en-venta-olmos-jardines-de-las-animas-veracruz-6138226#pagina=43&tipos=casas-venta&area=veracruz&pos=19,750,5,6
"Col. Kawatzin Valencia, Coatzintla, Veracruz de Ignacio de la Llave, México, C.P. 93164, ID: 23480059","$1,050,000 MXN",Col. Kawatzin Valencia,https://propiedades.com/inmuebles/casa-en-venta-kawatzin-valencia-veracruz-23480059#pagina=43&tipos=casas-venta&area=veracruz&pos=20,180,2,1
", Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27060842","$4,300,000 MXN"," , Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-27060842#pagina=43&tipos=casas-venta&area=veracruz&pos=21,300,3,3
"Col. 27 de Septiembre, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, México, C.P. 93320, ID: 25371228","$2,000,000 MXN",Col. 27 de Septiembre,https://propiedades.com/inmuebles/casa-en-venta-27-de-septiembre-veracruz-25371228#pagina=43&tipos=casas-venta&area=veracruz&pos=22,244,3,2
"Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26901609","$6,300,000 MXN",Col. Lomas Diamante,https://propiedades.com/inmuebles/casa-en-venta-lomas-diamante-veracruz-26901609#pagina=43&tipos=casas-venta&area=veracruz&pos=23,240,3,3
"Col. La Aguada, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95263, ID: 30008482","$4,980,000 MXN",Col. La Aguada,https://propiedades.com/inmuebles/casa-en-venta-la-aguada-veracruz-30008482#pagina=43&tipos=casas-venta&area=veracruz&pos=24,255,3,4
"c, Col. San Román INFONAVIT, Córdoba, Veracruz de Ignacio de la Llave, México, C.P. 94542, ID: 28788825","$1,600,000 MXN","c, Col. San Román INFONAVIT",https://propiedades.com/inmuebles/casa-en-venta-c-san-roman-infonavit-veracruz-28788825#pagina=43&tipos=casas-venta&area=veracruz&pos=25,90,2,1
"DIAMANTE, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 29782770","$8,280,000 MXN","DIAMANTE, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-diamante-lomas-diamante-veracruz-29782770#pagina=43&tipos=casas-venta&area=veracruz&pos=26,500,4,4
"Casa en venta en Veracruz Fracc Lomas Residencial #561Int. 39, Col. Las Lomas Residencial, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 28823131","$3,680,000 MXN","Casa en venta en Veracruz  Fracc Lomas Residencial  #561Int. 39, Col. Las Lomas Residencial",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-lomas-residencial-561-las-lomas-residencial-veracruz-28823131#pagina=43&tipos=casas-venta&area=veracruz&pos=27,170,3,3
", Col. ARA Crystal Lagoons, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91775, ID: 24947961","$1,675,000 MXN"," , Col. ARA Crystal Lagoons",https://propiedades.com/inmuebles/casa-en-venta-ara-crystal-lagoons-veracruz-24947961#pagina=43&tipos=casas-venta&area=veracruz&pos=28,88,3,2
"Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30059033","$13,200,000 MXN",Col. Lomas del Sol,https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-30059033#pagina=43&tipos=casas-venta&area=veracruz&pos=29,500,4,6
"Lomas del dorado, Col. El Dorado, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94290, ID: 29879367","$4,780,000 MXN","Lomas del dorado, Col. El Dorado",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-dorado-el-dorado-veracruz-29879367#pagina=43&tipos=casas-venta&area=veracruz&pos=30,233,3,4
"Casa en venta en Veracruz Fracc Punta Tiburón #584Int. 421, Col. Lomas Diamante, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 27793172","$4,360,000 MXN","Casa en venta en Veracruz Fracc Punta Tiburón  #584Int. 421, Col. Lomas Diamante",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-en-veracruz-fracc-punta-tiburon-584-lomas-diamante-veracruz-27793172#pagina=43&tipos=casas-venta&area=veracruz&pos=31,234,3,3
"Col. Punta Tiburón, Residencial, Marina y Golf, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 30008533","$6,450,000 MXN","Col. Punta Tiburón, Residencial, Marina y Golf",https://propiedades.com/inmuebles/casa-en-venta-punta-tiburon-residencial-marina-y-golf-veracruz-30008533#pagina=43&tipos=casas-venta&area=veracruz&pos=33,320,3,3
"CASA EN VENTA NUEVA DOBLE ALTURA CON RECAMARA EN PLANTA BAJA Y JARDIN #1, Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 27526519","$2,995,000 MXN","CASA EN VENTA NUEVA DOBLE ALTURA CON RECAMARA EN PLANTA BAJA Y JARDIN #1, Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-casa-en-venta-nueva-doble-altura-con-recamara-en-planta-baja-y-jardin-1-lomas-de-la-rioja-veracruz-27526519#pagina=43&tipos=casas-venta&area=veracruz&pos=34,180,3,3
", Col. Pedregal de las Animas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91196, ID: 29957541","$3,750,000 MXN"," , Col. Pedregal de las Animas",https://propiedades.com/inmuebles/casa-en-venta-pedregal-de-las-animas-veracruz-29957541#pagina=43&tipos=casas-venta&area=veracruz&pos=35,236,4,2
"Sonora , Col. Monte Grande, Mariano Escobedo, Veracruz de Ignacio de la Llave, México, C.P. 94420, ID: 28283153","$390,000 MXN","Sonora , Col. Monte Grande",https://propiedades.com/inmuebles/casa-en-venta-sonora-monte-grande-veracruz-28283153#pagina=43&tipos=casas-venta&area=veracruz&pos=36,160,3,2
", Col. Lomas del Sol, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95264, ID: 26912597","$3,700,000 MXN"," , Col. Lomas del Sol",https://propiedades.com/inmuebles/casa-en-venta-lomas-del-sol-veracruz-26912597#pagina=43&tipos=casas-venta&area=veracruz&pos=37,222,3,2
", Col. Olmos de Las Ánimas, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91193, ID: 30076668","$3,250,000 MXN"," , Col. Olmos de Las Ánimas",https://propiedades.com/inmuebles/casa-en-venta-olmos-de-las-animas-veracruz-30076668#pagina=43&tipos=casas-venta&area=veracruz&pos=38,180,4,3
", Col. Costa de Oro, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94299, ID: 28007133","$11,100,000 MXN"," , Col. Costa de Oro",https://propiedades.com/inmuebles/casa-en-venta-costa-de-oro-veracruz-28007133#pagina=43&tipos=casas-venta&area=veracruz&pos=39,332,4,6
", Col. Revolución, Boca del Río, Veracruz de Ignacio de la Llave, México, C.P. 94296, ID: 30031545","$2,580,000 MXN"," , Col. Revolución",https://propiedades.com/inmuebles/casa-en-venta-revolucion-veracruz-30031545#pagina=43&tipos=casas-venta&area=veracruz&pos=40,150,3,2
", Col. Lomas de la Rioja, Alvarado, Veracruz de Ignacio de la Llave, México, C.P. 95266, ID: 27255160","$3,790,000 MXN"," , Col. Lomas de la Rioja",https://propiedades.com/inmuebles/casa-en-venta-lomas-de-la-rioja-veracruz-27255160#pagina=43&tipos=casas-venta&area=veracruz&pos=41,252,4,3
", Col. Xalapa Enríquez Centro, Xalapa, Veracruz de Ignacio de la Llave, México, C.P. 91000, ID: 6708314","$11,370,000 MXN"," , Col. Xalapa Enríquez Centro",https://propiedades.com/inmuebles/casa-en-venta-xalapa-enriquez-centro-veracruz-6708314#pagina=43&tipos=casas-venta&area=veracruz&pos=42,619,4,6
"Col. Veracruz, Veracruz, Veracruz de Ignacio de la Llave, México, C.P. 91709, ID: 30076224","$1,300,000 MXN",Col. Veracruz,https://propiedades.com/inmuebles/casa-en-venta-veracruz-veracruz-30076224#pagina=43&tipos=casas-venta&area=veracruz&pos=43,92,3,2
